Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,2/10/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.00,73.00,1752.00,876.00,50%,Online
West Gear,2/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.00,36.00,1044.00,490.68,47%,Online
West Gear,2/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,41.00,58.00,2378.00,1046.32,44%,Online
West Gear,2/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,19.00,75.00,1425.00,726.75,51%,Online
West Gear,3/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,23.00,151.00,3473.00,1771.23,51%,Online
West Gear,3/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23.00,61.00,1403.00,771.65,55%,Online
West Gear,3/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.00,72.00,1008.00,504.00,50%,Online
West Gear,3/9/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19.00,31.00,589.00,265.05,45%,Online
West Gear,3/9/2021,Midwest,Indiana,Indianapolis,Men's Apparel,32.00,44.00,1408.00,605.44,43%,Online
West Gear,3/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,24.00,74.00,1776.00,923.52,52%,Online
West Gear,4/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,23.00,125.00,2875.00,1581.25,55%,Online
West Gear,4/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23.00,54.00,1242.00,645.84,52%,Online
West Gear,4/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.00,52.00,728.00,364.00,50%,Online
West Gear,4/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19.00,36.00,684.00,328.32,48%,Online
West Gear,4/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,61.00,45.00,2745.00,1207.80,44%,Online
West Gear,4/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,47.00,72.00,3384.00,1861.20,55%,Online
West Gear,5/11/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,54.00,164.00,8856.00,4428.00,50%,Online
West Gear,5/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,37.00,73.00,2701.00,1485.55,55%,Online
West Gear,5/11/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,34.00,56.00,1904.00,894.88,47%,Online
West Gear,5/11/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34.00,49.00,1666.00,816.34,49%,Online
West Gear,5/11/2021,Midwest,Indiana,Indianapolis,Men's Apparel,44.00,58.00,2552.00,1148.40,45%,Online
West Gear,5/11/2021,Midwest,Indiana,Indianapolis,Women's Apparel,53.00,91.00,4823.00,2507.96,52%,Online
West Gear,6/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,36.00,155.00,5580.00,3069.00,55%,Online
West Gear,6/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.00,94.00,3008.00,1594.24,53%,Online
West Gear,6/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.00,50.00,1350.00,607.50,45%,Online
West Gear,6/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.00,46.00,1334.00,626.98,47%,Online
West Gear,6/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,36.00,53.00,1908.00,858.60,45%,Online
West Gear,6/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,56.00,91.00,5096.00,2598.96,51%,Online
West Gear,7/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,51.00,149.00,7599.00,4027.47,53%,Online
West Gear,7/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49.00,84.00,4116.00,2058.00,50%,Online
West Gear,7/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,42.00,68.00,2856.00,1285.20,45%,Online
West Gear,7/9/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,42.00,49.00,2058.00,967.26,47%,Online
West Gear,7/9/2021,Midwest,Indiana,Indianapolis,Men's Apparel,51.00,50.00,2550.00,1071.00,42%,Online
West Gear,7/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,54.00,101.00,5454.00,2781.54,51%,Online
West Gear,8/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,47.00,152.00,7144.00,3929.20,55%,Online
West Gear,8/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,41.00,87.00,3567.00,1926.18,54%,Online
West Gear,8/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,37.00,56.00,2072.00,973.84,47%,Online
West Gear,8/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,38.00,60.00,2280.00,1071.60,47%,Online
West Gear,8/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,47.00,53.00,2491.00,1120.95,45%,Online
West Gear,8/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,54.00,91.00,4914.00,2604.42,53%,Online
West Gear,9/11/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,33.00,133.00,4389.00,2370.06,54%,Online
West Gear,9/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,29.00,74.00,2146.00,1073.00,50%,Online
West Gear,9/11/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,23.00,49.00,1127.00,529.69,47%,Online
West Gear,9/11/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,24.00,41.00,984.00,462.48,47%,Online
West Gear,9/11/2021,Midwest,Indiana,Indianapolis,Men's Apparel,33.00,42.00,1386.00,554.40,40%,Online
West Gear,9/11/2021,Midwest,Indiana,Indianapolis,Women's Apparel,36.00,68.00,2448.00,1272.96,52%,Online
West Gear,10/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,41.00,116.00,4756.00,2520.68,53%,Online
West Gear,10/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.00,65.00,2080.00,1144.00,55%,Online
West Gear,10/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,32.00,38.00,1216.00,571.52,47%,Online
West Gear,10/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,33.00,44.00,1452.00,667.92,46%,Online
West Gear,10/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,41.00,38.00,1558.00,685.52,44%,Online
West Gear,10/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,48.00,83.00,3984.00,2111.52,53%,Online
West Gear,11/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,41.00,123.00,5043.00,2571.93,51%,Online
West Gear,11/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,33.00,98.00,3234.00,1778.70,55%,Online
West Gear,11/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,32.00,81.00,2592.00,1244.16,48%,Online
West Gear,11/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34.00,83.00,2822.00,1411.00,50%,Online
West Gear,11/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,55.00,75.00,4125.00,1650.00,40%,Online
West Gear,11/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,61.00,91.00,5551.00,2997.54,54%,Online
West Gear,12/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,58.00,150.00,8700.00,4437.00,51%,Online
West Gear,12/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49.00,108.00,5292.00,2910.60,55%,Online
West Gear,12/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,49.00,105.00,5145.00,2366.70,46%,Online
West Gear,12/9/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45.00,87.00,3915.00,1957.50,50%,Online
West Gear,12/9/2021,Midwest,Indiana,Indianapolis,Men's Apparel,54.00,84.00,4536.00,1950.48,43%,Online
West Gear,12/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,62.00,120.00,7440.00,3720.00,50%,Online
West Gear,1/17/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,32.00,125.00,4000.00,2080.00,52%,Online
West Gear,1/17/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.00,75.00,2400.00,1320.00,55%,Online
West Gear,1/17/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,25.00,87.00,2175.00,1196.25,55%,Online
West Gear,1/17/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.00,45.00,1305.00,704.70,54%,Online
West Gear,1/17/2021,Midwest,Indiana,Indianapolis,Men's Apparel,41.00,54.00,2214.00,1129.14,51%,Online
West Gear,1/17/2021,Midwest,Indiana,Indianapolis,Women's Apparel,34.00,75.00,2550.00,1275.00,50%,Online
West Gear,2/17/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,33.00,149.00,4917.00,2655.18,54%,Online
West Gear,2/17/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,38.00,50.00,1900.00,1045.00,55%,Online
West Gear,2/17/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.00,75.00,2025.00,1032.75,51%,Online
West Gear,2/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,34.00,49.00,1666.00,882.98,53%,Online
West Gear,2/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,48.00,65.00,3120.00,1653.60,53%,Online
West Gear,2/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,24.00,105.00,2520.00,1360.80,54%,Online
West Gear,3/16/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,28.00,165.00,4620.00,2356.20,51%,Online
West Gear,3/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,27.00,69.00,1863.00,1006.02,54%,Online
West Gear,3/16/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,19.00,91.00,1729.00,933.66,54%,Online
West Gear,3/16/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23.00,49.00,1127.00,597.31,53%,Online
West Gear,3/16/2021,Northeast,West Virginia,Charleston,Men's Apparel,37.00,59.00,2183.00,1091.50,50%,Online
West Gear,3/16/2021,Northeast,West Virginia,Charleston,Women's Apparel,29.00,81.00,2349.00,1268.46,54%,Online
West Gear,4/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,27.00,143.00,3861.00,1969.11,51%,Online
West Gear,4/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,28.00,75.00,2100.00,1155.00,55%,Online
West Gear,4/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,19.00,68.00,1292.00,697.68,54%,Online
West Gear,4/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25.00,47.00,1175.00,611.00,52%,Online
West Gear,4/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,60.00,56.00,3360.00,1848.00,55%,Online
West Gear,4/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,47.00,94.00,4418.00,2253.18,51%,Online
West Gear,5/18/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,58.00,179.00,10382.00,5398.64,52%,Online
West Gear,5/18/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37.00,87.00,3219.00,1641.69,51%,Online
West Gear,5/18/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,32.00,77.00,2464.00,1355.20,55%,Online
West Gear,5/18/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.00,50.00,1650.00,907.50,55%,Online
West Gear,5/18/2021,Northeast,West Virginia,Charleston,Men's Apparel,42.00,68.00,2856.00,1542.24,54%,Online
West Gear,5/18/2021,Northeast,West Virginia,Charleston,Women's Apparel,52.00,95.00,4940.00,2717.00,55%,Online
West Gear,6/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,43.00,150.00,6450.00,3354.00,52%,Online
West Gear,6/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37.00,119.00,4403.00,2201.50,50%,Online
West Gear,6/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,33.00,81.00,2673.00,1443.42,54%,Online
West Gear,6/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.00,69.00,2277.00,1184.04,52%,Online
West Gear,6/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,41.00,74.00,3034.00,1668.70,55%,Online
West Gear,6/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,59.00,115.00,6785.00,3528.20,52%,Online
West Gear,7/16/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,55.00,182.00,10010.00,5205.20,52%,Online
West Gear,7/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,50.00,116.00,5800.00,3074.00,53%,Online
West Gear,7/16/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,49.00,98.00,4802.00,2545.06,53%,Online
West Gear,7/16/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,48.00,77.00,3696.00,1884.96,51%,Online
West Gear,7/16/2021,Northeast,West Virginia,Charleston,Men's Apparel,54.00,87.00,4698.00,2536.92,54%,Online
West Gear,7/16/2021,Northeast,West Virginia,Charleston,Women's Apparel,63.00,133.00,8379.00,4524.66,54%,Online
West Gear,8/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,46.00,131.00,6026.00,3133.52,52%,Online
West Gear,8/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,42.00,90.00,3780.00,2079.00,55%,Online
West Gear,8/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,38.00,87.00,3306.00,1719.12,52%,Online
West Gear,8/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,36.00,72.00,2592.00,1321.92,51%,Online
West Gear,8/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,49.00,68.00,3332.00,1799.28,54%,Online
West Gear,8/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,54.00,115.00,6210.00,3353.40,54%,Online
West Gear,9/18/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,34.00,154.00,5236.00,2670.36,51%,Online
West Gear,9/18/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,29.00,91.00,2639.00,1398.67,53%,Online
West Gear,9/18/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,24.00,68.00,1632.00,881.28,54%,Online
West Gear,9/18/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23.00,59.00,1357.00,678.50,50%,Online
West Gear,9/18/2021,Northeast,West Virginia,Charleston,Men's Apparel,32.00,61.00,1952.00,1015.04,52%,Online
West Gear,9/18/2021,Northeast,West Virginia,Charleston,Women's Apparel,36.00,75.00,2700.00,1377.00,51%,Online
West Gear,10/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,41.00,115.00,4715.00,2546.10,54%,Online
West Gear,10/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,32.00,80.00,2560.00,1331.20,52%,Online
West Gear,10/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,33.00,44.00,1452.00,769.56,53%,Online
West Gear,10/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,32.00,47.00,1504.00,797.12,53%,Online
West Gear,10/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,41.00,53.00,2173.00,1195.15,55%,Online
Foot Locker,10/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,47.00,84.00,3948.00,1974.00,50%,Online
Foot Locker,11/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,44.00,117.00,5148.00,2676.96,52%,Online
Foot Locker,11/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,33.00,95.00,3135.00,1661.55,53%,Online
Foot Locker,11/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,32.00,77.00,2464.00,1232.00,50%,Online
Foot Locker,11/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,38.00,91.00,3458.00,1901.90,55%,Online
Foot Locker,11/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,62.00,78.00,4836.00,2563.08,53%,Online
Foot Locker,11/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,64.00,100.00,6400.00,3264.00,51%,Online
Foot Locker,12/16/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,60.00,176.00,10560.00,5491.20,52%,Online
Foot Locker,12/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,52.00,135.00,7020.00,3650.40,52%,Online
West Gear,12/16/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,50.00,112.00,5600.00,2968.00,53%,Online
Foot Locker,12/16/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,53.00,102.00,5406.00,2757.06,51%,Online
Foot Locker,12/16/2021,Northeast,West Virginia,Charleston,Men's Apparel,61.00,95.00,5795.00,2897.50,50%,Online
Foot Locker,12/16/2021,Northeast,West Virginia,Charleston,Women's Apparel,68.00,122.00,8296.00,4562.80,55%,Online
Foot Locker,1/24/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,33.00,106.00,3498.00,1749.00,50%,Online
Foot Locker,1/24/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.00,68.00,2312.00,1086.64,47%,Online
Foot Locker,1/24/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,24.00,63.00,1512.00,695.52,46%,Online
Foot Locker,1/24/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,28.00,20.00,560.00,280.00,50%,Online
Foot Locker,1/24/2021,Northeast,West Virginia,Charleston,Men's Apparel,42.00,33.00,1386.00,595.98,43%,Online
Foot Locker,1/24/2021,Northeast,West Virginia,Charleston,Women's Apparel,33.00,59.00,1947.00,778.80,40%,Online
Foot Locker,2/22/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,32.00,138.00,4416.00,2340.48,53%,Online
West Gear,2/22/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.00,38.00,1292.00,594.32,46%,Online
West Gear,2/22/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,24.00,46.00,1104.00,518.88,47%,Online
West Gear,2/22/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,28.00,14.00,392.00,196.00,50%,Online
West Gear,2/22/2021,Northeast,Maryland,Baltimore,Men's Apparel,41.00,31.00,1271.00,571.95,45%,Online
West Gear,2/22/2021,Northeast,Maryland,Baltimore,Women's Apparel,34.00,63.00,2142.00,921.06,43%,Online
West Gear,3/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,32.00,125.00,4000.00,2120.00,53%,Online
West Gear,3/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,34.00,39.00,1326.00,623.22,47%,Online
West Gear,3/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,24.00,53.00,1272.00,623.28,49%,Online
West Gear,3/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,29.00,7.00,203.00,93.38,46%,Online
West Gear,3/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,43.00,22.00,946.00,406.78,43%,Online
West Gear,3/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,33.00,49.00,1617.00,727.65,45%,Online
West Gear,4/21/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,33.00,128.00,4224.00,2154.24,51%,Online
West Gear,4/21/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,32.00,31.00,992.00,466.24,47%,Online
West Gear,4/21/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,24.00,33.00,792.00,388.08,49%,Online
West Gear,4/21/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,27.00,13.00,351.00,164.97,47%,Online
West Gear,4/21/2021,Northeast,Maryland,Baltimore,Men's Apparel,41.00,15.00,615.00,276.75,45%,Online
West Gear,4/21/2021,Northeast,Maryland,Baltimore,Women's Apparel,32.00,52.00,1664.00,732.16,44%,Online
West Gear,5/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,49.00,118.00,5782.00,3006.64,52%,Online
West Gear,5/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.00,47.00,1974.00,908.04,46%,Online
West Gear,5/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,36.00,38.00,1368.00,656.64,48%,Online
West Gear,5/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.00,30.00,1110.00,532.80,48%,Online
West Gear,5/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,49.00,36.00,1764.00,740.88,42%,Online
West Gear,5/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,52.00,63.00,3276.00,1343.16,41%,Online
West Gear,6/22/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,47.00,125.00,5875.00,2937.50,50%,Online
West Gear,6/22/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41.00,75.00,3075.00,1445.25,47%,Online
Foot Locker,6/22/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,37.00,47.00,1739.00,869.50,50%,Online
Foot Locker,6/22/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.00,44.00,1628.00,814.00,50%,Online
Foot Locker,6/22/2021,Northeast,Maryland,Baltimore,Men's Apparel,49.00,42.00,2058.00,905.52,44%,Online
Foot Locker,6/22/2021,Northeast,Maryland,Baltimore,Women's Apparel,53.00,84.00,4452.00,2003.40,45%,Online
Foot Locker,7/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,49.00,131.00,6419.00,3337.88,52%,Online
Sports Direct,7/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.00,72.00,3024.00,1451.52,48%,Online
Sports Direct,7/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,37.00,60.00,2220.00,1087.80,49%,Online
Sports Direct,7/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,36.00,45.00,1620.00,761.40,47%,Online
Sports Direct,7/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,46.00,51.00,2346.00,1055.70,45%,Online
Sports Direct,7/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,54.00,102.00,5508.00,2313.36,42%,Online
Sports Direct,8/21/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,48.00,135.00,6480.00,3434.40,53%,Online
Sports Direct,8/21/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41.00,83.00,3403.00,1701.50,50%,Online
Sports Direct,8/21/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,39.00,60.00,2340.00,1170.00,50%,Online
Sports Direct,8/21/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.00,44.00,1628.00,748.88,46%,Online
Sports Direct,8/21/2021,Northeast,Maryland,Baltimore,Men's Apparel,47.00,38.00,1786.00,803.70,45%,Online
Sports Direct,8/21/2021,Northeast,Maryland,Baltimore,Women's Apparel,53.00,81.00,4293.00,1845.99,43%,Online
Sports Direct,9/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,49.00,128.00,6272.00,3198.72,51%,Online
Sports Direct,9/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,44.00,63.00,2772.00,1247.40,45%,Online
Sports Direct,9/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,38.00,36.00,1368.00,684.00,50%,Online
Sports Direct,9/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,36.00,25.00,900.00,405.00,45%,Online
Sports Direct,9/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,48.00,30.00,1440.00,619.20,43%,Online
Sports Direct,9/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,54.00,50.00,2700.00,1080.00,40%,Online
Sports Direct,10/22/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,52.00,113.00,5876.00,3173.04,54%,Online
Sports Direct,10/22/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,48.00,58.00,2784.00,1280.64,46%,Online
Sports Direct,10/22/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,49.00,25.00,1225.00,563.50,46%,Online
Foot Locker,10/22/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,49.00,21.00,1029.00,514.50,50%,Online
Foot Locker,10/22/2021,Northeast,Maryland,Baltimore,Men's Apparel,56.00,20.00,1120.00,448.00,40%,Online
Foot Locker,10/22/2021,Northeast,Maryland,Baltimore,Women's Apparel,60.00,52.00,3120.00,1248.00,40%,Online
Foot Locker,11/21/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,58.00,88.00,5104.00,2807.20,55%,Online
Foot Locker,11/21/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.00,51.00,2295.00,1078.65,47%,Online
Foot Locker,11/21/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,49.00,48.00,2352.00,1176.00,50%,Online
Foot Locker,11/21/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,48.00,41.00,1968.00,905.28,46%,Online
Foot Locker,11/21/2021,Northeast,Maryland,Baltimore,Men's Apparel,56.00,31.00,1736.00,763.84,44%,Online
Foot Locker,11/21/2021,Northeast,Maryland,Baltimore,Women's Apparel,62.00,63.00,3906.00,1679.58,43%,Online
Foot Locker,12/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,57.00,122.00,6954.00,3477.00,50%,Online
Foot Locker,12/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,46.00,65.00,2990.00,1495.00,50%,Online
Foot Locker,12/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,45.00,65.00,2925.00,1374.75,47%,Online
Foot Locker,12/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,49.00,44.00,2156.00,1013.32,47%,Online
Foot Locker,12/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,54.00,51.00,2754.00,1129.14,41%,Online
Foot Locker,12/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,61.00,72.00,4392.00,1844.64,42%,Online
Foot Locker,1/17/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,36.00,137.00,4932.00,2219.40,45%,Online
Foot Locker,1/17/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,38.00,81.00,3078.00,1539.00,50%,Online
Foot Locker,1/17/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,29.00,91.00,2639.00,1398.67,53%,Online
Foot Locker,1/17/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,32.00,47.00,1504.00,827.20,55%,Online
Foot Locker,1/17/2021,Northeast,Maryland,Baltimore,Men's Apparel,49.00,59.00,2891.00,1214.22,42%,Online
Foot Locker,1/17/2021,Northeast,Maryland,Baltimore,Women's Apparel,36.00,81.00,2916.00,1487.16,51%,Online
Foot Locker,2/15/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,39.00,144.00,5616.00,2808.00,50%,Online
Foot Locker,2/15/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,37.00,61.00,2257.00,1038.22,46%,Online
Foot Locker,2/15/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,27.00,69.00,1863.00,950.13,51%,Online
Foot Locker,2/15/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,33.00,45.00,1485.00,816.75,55%,Online
Foot Locker,2/15/2021,Northeast,Delaware,Wilmington,Men's Apparel,45.00,65.00,2925.00,1199.25,41%,Online
Foot Locker,2/15/2021,Northeast,Delaware,Wilmington,Women's Apparel,39.00,98.00,3822.00,2025.66,53%,Online
Foot Locker,3/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,36.00,158.00,5688.00,2616.48,46%,Online
Foot Locker,3/13/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,39.00,68.00,2652.00,1193.40,45%,Online
